"","foodCns_7day_Cereals_Bartering","foodCns_7day_Cereals_Begging","foodCns_7day_Cereals_BorrowFromFamilyFriends","foodCns_7day_Cereals_Farming","foodCns_7day_Cereals_FishHuntGather","foodCns_7day_Cereals_Gifts","foodCns_7day_Cereals_Purchased","foodCns_7day_Cereals_SocialSafetyNets","foodCns_7day_Tubers_Bartering","foodCns_7day_Tubers_Begging","foodCns_7day_Tubers_BorrowFromFamilyFriends","foodCns_7day_Tubers_Farming","foodCns_7day_Tubers_FishHuntGather","foodCns_7day_Tubers_Gifts","foodCns_7day_Tubers_Purchased","foodCns_7day_Tubers_SocialSafetyNets","foodCns_7day_Pulses_Bartering","foodCns_7day_Pulses_Begging","foodCns_7day_Pulses_BorrowFromFamilyFriends","foodCns_7day_Pulses_Farming","foodCns_7day_Pulses_FishHuntGather","foodCns_7day_Pulses_Gifts","foodCns_7day_Pulses_Purchased","foodCns_7day_Pulses_SocialSafetyNets","foodCns_Veg_Bartering","foodCns_Veg_Begging","foodCns_Veg_BorrowFromFamilyFriends","foodCns_Veg_Farming","foodCns_Veg_FishHuntGather","foodCns_Veg_Gifts","foodCns_Veg_Purchased","foodCns_Veg_SocialSafetyNets","foodCns_7day_Fruits_Bartering","foodCns_7day_Fruits_Begging","foodCns_7day_Fruits_BorrowFromFamilyFriends","foodCns_7day_Fruits_Farming","foodCns_7day_Fruits_FishHuntGather","foodCns_7day_Fruits_Gifts","foodCns_7day_Fruits_Purchased","foodCns_7day_Fruits_SocialSafetyNets","foodCns_7day_Meat_Bartering","foodCns_7day_Meat_Begging","foodCns_7day_Meat_BorrowFromFamilyFriends","foodCns_7day_Meat_Farming","foodCns_7day_Meat_FishHuntGather","foodCns_7day_Meat_Gifts","foodCns_7day_Meat_Purchased","foodCns_7day_Meat_SocialSafetyNets","foodCns_7day_Fish_Begging","foodCns_7day_Fish_BorrowFromFamilyFriends","foodCns_7day_Fish_Farming","foodCns_7day_Fish_FishHuntGather","foodCns_7day_Fish_Gifts","foodCns_7day_Fish_Purchased","foodCns_7day_Fish_SocialSafetyNets","foodCns_7day_Eggs_Bartering","foodCns_7day_Eggs_Begging","foodCns_7day_Eggs_BorrowFromFamilyFriends","foodCns_7day_Eggs_Farming","foodCns_7day_Eggs_FishHuntGather","foodCns_7day_Eggs_Gifts","foodCns_7day_Eggs_Purchased","foodCns_7day_Eggs_SocialSafetyNets","foodCns_7day_Dairy_Bartering","foodCns_7day_Dairy_Begging","foodCns_7day_Dairy_BorrowFromFamilyFriends","foodCns_7day_Dairy_Farming","foodCns_7day_Dairy_FishHuntGather","foodCns_7day_Dairy_Gifts","foodCns_7day_Dairy_Purchased","foodCns_7day_Fats_Bartering","foodCns_7day_Fats_Begging","foodCns_7day_Fats_BorrowFromFamilyFriends","foodCns_7day_Fats_Farming","foodCns_7day_Fats_FishHuntGather","foodCns_7day_Fats_Gifts","foodCns_7day_Fats_Purchased","foodCns_7day_Fats_SocialSafetyNets","foodCns_7day_Sugar_Bartering","foodCns_7day_Sugar_Begging","foodCns_7day_Sugar_BorrowFromFamilyFriends","foodCns_7day_Sugar_Farming","foodCns_7day_Sugar_FishHuntGather","foodCns_7day_Sugar_Gifts","foodCns_7day_Sugar_Purchased","foodCns_7day_Sugar_SocialSafetyNets","foodCns_7day_Condiments_Bartering","foodCns_7day_Condiments_Begging","foodCns_7day_Condiments_BorrowFromFamilyFriends","foodCns_7day_Condiments_Farming","foodCns_7day_Condiments_FishHuntGather","foodCns_7day_Condiments_Gifts","foodCns_7day_Condiments_Purchased","foodCns_7day_Condiments_SocialSafetyNets"
"2391",,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
"2392",,,,,,,6,,,,,,,,1,,,,,,,,6,,,,,,7,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,3,,,,,,,,,,,,,,,,5,
"2393",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,,6,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,
"2394",,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,
"2395",,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,
"2396",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,
"2397",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
"2398",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,6,
"2399",,,,,,,5,,,,,,,,1,,,,,,,,1,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2400",,,,,,4,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2401",,,,,,,5,,,,,,,,2,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,
"2402",,,,3,,,,,,,,,,,1,,,,,,,,2,,,,,,2,,,,,,,,1,,,,,,,,,,3,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,1,
"2403",,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,
"2404",,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"2405",,,,7,,,,,,,,,,,,,,,,2,,,,,,,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2406",,,,7,,,,,1,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,,,,,,,7,
"2407",,,,7,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2408",,,,7,,,,,,,,,,,,,,,,,,3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,,,,,,,7,
"2409",,,,7,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2410",,,,7,,,,,,,,,,,,,,,,3,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2411",,,,7,,,,,,,,,,,,,,,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,
"2412",,,,,,,7,,,,,,,,1,,,,,,,,1,,,,,3,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,
"2413",,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2414",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2415",,,,,,,2,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2416",,,,,,,2,,,,1,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2417",,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2418",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
"2419",,,,,,,2,,,,,,,,,,,,,,,,1,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2420",,,,,,,4,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2421",,,,,,,,7,,,,,,,,,,,,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2422",,,,,,,,5,,,,,,,,,,,,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,7,
"2423",,,,,,,4,,,,,,,,,,,,,,,,3,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2424",,,,,,,4,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2425",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2426",,,,,,,7,,,,,,,,2,,,,,,,,4,,,,,3,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,3,,,,,,,,7,
"2427",,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2428",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2429",,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2430",,,,,,,4,,,,,,,,2,,,,,,,,3,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2431",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2432",,,,,,,4,,,,,,,,2,,,,,,,,4,,,,,7,,,,,,,,,,,3,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,1,,,,,,,,7,
"2433",,,,,,,,3,,,,,,,,,,,,,,,,6,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,7,
"2434",,,2,,,,,,,,,,,,1,,,,,,,,,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,7,,,,,,,,,,,,,,,,,,,,7,
"2435",,,,,,,,7,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2436",,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2437",,,,,,,7,,,,,,,,3,,,,,,,,5,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,5,
"2438",,,,,,,7,,,,,,,,2,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2439",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,
"2440",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2441",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,6,
"2442",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2443",,,,,,,2,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"2444",,,,,,,3,,,,,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,2,,,,,,,,7,
"2445",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2446",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2447",,,,7,,,,,,,2,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2448",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2449",,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2450",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
"2451",,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2452",,,,,,,7,,,,,,,,2,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2453",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2454",,,,,,,7,,,,,,,,2,,,,,,,,6,,,,,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,
"2455",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,6,
"2456",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2457",,,,,,,5,,,,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2458",,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,2,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
"2459",,,,,,,7,,,,,,,,2,,,,,,,,3,,,,,,,,4,,,,,,,,2,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,6,,,,,,,,5,,,,,,,,,
"2460",,,,,,,4,,,,,,,,2,,,,,,,,1,,,,,2,,,,,,,,,3,,,,,,,,,,1,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,3,,,,,,,,5,,,,,,,,,
"2461",,,,,,,7,,,,,,,,3,,,,,3,,,,,,,,5,,,,,,,,,,,3,,,,,,,,5,,,,,,,3,,,,,5,,,,,,,,6,,,,,,,,,,4,,,,,,,,4,,,,,,,,,
"2462",,,,,,,5,,,,,,,,3,,,,,,,,4,,,,,,5,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,
"2463",,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,
"2464",,,,,,,3,,,,,,,,1,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,5,
"2465",,,,,,,7,,,,,,,,1,,,,,,,,4,,,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,3,,,,,,,,4,
"2466",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,,,6,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,6,
"2467",,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,4,
"2468",,,,,,,7,,,,,,,,2,,,,,,,,5,,,,,6,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,7,,,,,,,5,,,,,,,,,,,5,,,,,,,,4,
"2469",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,6,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5,,,,,,,,2,,,,,,,,2,
"2470",,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,7,
"2471",,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,7,,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,3,,,,,,,,2,
"2472",,,,,,,6,,,,,,,,,,,,,,,,5,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,7,
"2473",,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,7,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,7,,,,,
"2474",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,7,
"2475",,,,,,,6,,,,,,,,1,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2476",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2477",,,,7,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,5,,,,,,,2,,,,,,,,7,
"2478",,,,7,,,,,,,,,,,1,,4,,,,,,,,,,,,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,1,,,,,,,,7,
"2479",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2480",,,,7,,,,,,,,,,,,,,,,3,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,,,,,,,,
"2481",,,,,,,7,,,,,,,,3,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2482",,,,7,,,,,,,,,,,,,,,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2483",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
"2484",,,,,,7,,,,,,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2485",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2486",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"2487",,,,7,,,,,,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2488",,,,,,,,2,,,,,,,,,,,,,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"2489",,,,,,,7,,,,,,,,1,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2490",,,,,,,,7,,,,,,,,,,,,,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,7,
"2491",,,,,,,,7,,,,,,,,,,,,,,,,5,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,7,
"2492",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"2493",,,,,,,4,,,,,,,,,,,,,,,,1,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2494",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2495",,,,,,,,7,,,,,,,,,,,,,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"2496",,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
"2497",,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2498",,,,,,,6,,,,,,,,1,,,,,,,,2,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2499",,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2500",,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2501",,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"2502",,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"2503",,,,,,,5,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"2504",,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"2505",,,,,,,7,,,,,,,,,,,,,,,,1,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"2506",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
